name,releasedate,copiessold,price,revenue,avgplaytime,reviewscore,publisherclass,publishers,developers,steamid
Metal Slug: Awakening,2024-07-19,141042,0.0,751373.0,12.47894042688811,60,Indie,HAOPLAY Limited,Tencent,2963870
Welcome to ParadiZe,2024-02-29,31996,29.99,744243.0,11.46851070052296,65,AA,Nacon,Eko Software,1519090
Prince of Persia The Lost Crown,2024-08-08,32997,39.99,743441.0,12.309219921885283,78,AAA,Ubisoft,Ubisoft Montpellier,2751000
Level Zero: Extraction,2024-08-13,45552,19.99,742914.0,16.09604183194644,66,AA,tinyBuild,Doghowl Games,1456940
Oblivion Override,2024-01-24,61267,17.99,725958.0,13.942909524853192,92,Indie,Paleo,Humble Mill,1952370
Tales & Tactics,2024-08-15,53902,17.99,724772.0,19.324987990798324,82,Indie,"Yogscast Games,Gamersky Games",Table 9 Studio,1652250
Spiritfall,2024-02-28,45670,19.99,723249.0,13.377384058933654,93,Indie,Gentle Giant,Gentle Giant,1835240
Starcom: Unknown Space,2024-09-02,38592,24.99,720375.0,18.31690218752013,91,Indie,"Wx3 Labs, LLC","Wx3 Labs, LLC",1750770
Plane Mechanic Simulator,2024-02-14,110431,11.99,719997.0,4.490614087649444,60,Indie,Movie Games S.A.,"Cobble Games,Disaster Studio",803980
OUTBRK,2024-06-28,22704,34.99,714971.0,13.129795146256964,79,Indie,Sublime,Sublime,1107320
Pro Cycling Manager 2024,2024-06-06,19951,39.99,709826.0,40.09035924723011,65,AA,Nacon,Cyanide Studio,2494350
Ale & Tale Tavern,2024-09-05,58289,14.99,707686.0,3.760395364186901,86,Indie,"GrabTheGames,UpgradePoint",Scienart Games,2683150
Ultimate General: American Revolution,2024-06-06,16607,49.99,705648.0,25.63686490370842,76,Indie,Game-Labs,Game-Labs,1901910
Until Then,2024-06-25,42561,19.99,704108.0,10.328552351899267,99,Indie,Maximum Entertainment,Polychroma Games,1574820
Robin Hood - Sherwood Builders,2024-02-29,29781,29.99,702787.0,14.996376394279752,72,AA,PlayWay S.A.,MeanAstronauts,1159420
Home Safety Hotline,2024-01-16,51830,14.99,700241.0,2.6434286805013034,92,Indie,Night Signal Entertainment,Night Signal Entertainment,2357910
Gatekeeper,2024-05-13,60295,14.99,691110.0,7.129803716146882,86,Indie,HypeTrain Digital,Gravity Lagoon,2106670
恋爱单选题,2024-07-18,74201,10.99,688783.0,6.164275466198359,85,Indie,"无忧传媒,指间宇宙",无忧传媒,2865490
Lotus Lantern: Rescue Mother,2024-04-11,84001,9.99,684821.0,6.675683909404666,80,Indie,Plaisir Games,Unstable Games,2319030
Monster Hunter Stories,2024-06-13,25340,29.99,683951.0,22.701533084636345,88,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2356560
UNDERDOGS,2024-01-25,27593,29.99,683121.0,3.76814716744285,98,Indie,One Hamsa,One Hamsa,2441700
Umamusume: Pretty Derby – Party Dash,2024-08-29,16684,44.99,675551.0,5.166505747062647,66,AA,"Cygames, Inc.","Cygames, Inc.,Arc System Works",2313020
War Hospital,2024-01-11,27672,29.99,673600.0,12.325651287457022,60,AA,Nacon,Brave Lamb Studio S.A.,1553000
Slice & Dice,2024-03-20,77805,8.99,673586.0,20.542735392217416,97,Indie,Tann,Tann,1775490
Tavern Manager Simulator 🍻,2024-08-13,62204,12.99,673225.0,5.9371905550515685,84,Indie,One More Time,One More Time,2756770
Classified: France '44,2024-03-05,23879,49.99,670774.0,17.692649262011187,82,AA,Team17,Absolutely Games,2085370
Car Manufacture,2024-08-01,40273,19.99,668524.0,10.74006526210832,80,AA,PlayWay S.A.,STEREO GAMES S.A.,983380
Skull and Bones,2024-08-22,30388,59.99,667814.0,14.60857630629658,0,AAA,Ubisoft,Ubisoft Singapore,2853730
Duck Detective: The Secret Salami,2024-05-23,79652,9.99,663730.0,1.679108723483934,96,Indie,Happy Broccoli Games,Happy Broccoli Games,2637990
MILF's Plaza,2024-04-19,54936,14.99,661717.0,5.261923537851022,69,Indie,TopHouse Publishing,Texic,2706300
Cluckmech Oasis,2024-05-09,77537,9.99,649091.0,22.85835077991378,87,Indie,Mammorize,BlackLight,2453360
Beer Factory,2024-01-10,40391,18.99,648123.0,8.18082594869134,52,Indie,"CreativeForge Games,PlayWay S.A.",AKEL,1782570
Steps of Debauchery,2024-02-05,49713,14.99,646945.0,6.193347100644998,0,Indie,FooxiedGames,FooxiedGames,2649970
Yakuza Rogue: Yokohama massage parlor chapter,2024-05-28,58817,12.99,638497.0,7.231949832167666,83,Indie,WAKUWAKU,WAKUWAKU,2857880
Dale & Dawson Stationery Supplies,2024-08-30,95537,7.99,634206.0,4.186376780152751,97,Indie,Striped Panda Studios,Striped Panda Studios,2920570
Lorelei and the Laser Eyes,2024-05-16,28142,24.99,632941.0,11.174563857548948,96,AA,Annapurna Interactive,Simogo,2008920
Minami Lane,2024-02-28,147247,4.99,632369.0,2.804406343676304,0,Indie,"Doot,Wholesome Games Presents","Doot,Blibloop",2678990
Wild West Dynasty,2024-08-22,32024,26.99,625495.0,8.080317945857818,33,Indie,Toplitz Productions,Moon Punch Studio,1329880
POOLS,2024-04-26,75464,9.79,623473.0,2.8443771540274825,95,Indie,"Tensori,UNIKAT Label",Tensori,2663530
Lil' Guardsman,2024-01-23,35849,19.99,611012.0,6.60034270025886,95,Indie,"Versus Evil,tinyBuild",Hilltop Studios,1924360
Kalpa of Sword,2024-01-31,207970,0.0,606780.0,28.111487732646168,0,Indie,Orienjoy,孤帆工作室,2739600
Dawn of Defiance,2024-08-15,43439,19.99,605601.0,12.638898749100711,80,Indie,Traega Entertainment,Traega Entertainment,2059530
Murky Divers,2024-06-19,133629,5.99,605472.0,5.7234479424214015,88,Indie,Oro Interactive,Embers,2963880
Platform 8,2024-05-31,167800,3.99,602569.0,0.9864579579325782,86,Indie,KOTAKE CREATE,KOTAKE CREATE,2903560
Laysara: Summit Kingdom,2024-04-10,37722,19.99,602187.0,8.358782444731016,84,Indie,"Future Friends Games,Quite OK Games",Quite OK Games,1823950
Arms Trade Tycoon: Tanks,2024-02-06,22152,29.99,601167.0,10.179553939681757,74,Indie,MicroProse Software,FunGi,1662210
Turnip Boy Robs a Bank,2024-01-18,49027,14.99,600836.0,3.8171493812781394,96,Indie,Graffiti Games,Snoozy Kazoo,2097230
Star Trek: Resurgence,2024-05-23,30539,24.99,597802.0,6.086680921848769,91,Indie,Bruner House,Dramatic Labs,2653940
Hospital 666,2024-03-05,102445,7.99,596521.0,2.5738297964679915,72,Indie,Lokin,Lokin,2774380
Dice & Fold,2024-06-24,56528,12.99,582729.0,8.30640528155963,0,Indie,"Rogue Duck Interactive,Gamersky Games",Tinymice Entertainment,2693930
Artisan TD,2024-07-22,41175,16.99,577505.0,14.72206964107766,91,Indie,Unexpected,4rtisans,2224640
Caribbean Legend,2024-02-15,26133,29.99,562753.0,43.28639704487596,76,Indie,"BlackMark Studio,Valkyrie Initiative",BlackMark Studio,2230980
SKALD: Against the Black Priory,2024-05-30,44588,14.99,560803.0,13.160084375258686,96,AA,Raw Fury,High North Studios AS,1069160
Supermarket Together,2024-08-09,2085116,0.0,554295.9124042441,6.334958879516334,0,Indie,DeadDevsTellNoLies,DeadDevsTellNoLies,2709570
SteamWorld Heist II,2024-08-08,21930,29.99,552082.0,15.884763355350692,96,Indie,Thunderful Publishing,Thunderful Development,2396240
Autopsy Simulator,2024-06-06,25263,24.99,548556.0,3.5028611346440464,45,Indie,Team17 Digital Ltd,Woodland Games,1283230
Vanity Fair: The Pursuit,2024-02-19,123654,6.99,543074.0,4.614620041573028,0,Indie,WaveGame,MuYan Studio,2758000
Resist the succubus—The end of the female Knight,2024-07-26,54751,16.99,535736.0,4.66734514818441,77,Indie,OTAKU Plan,BoRoBoRoGame,1868000
Garden Life: A Cozy Simulator,2024-02-22,25529,24.99,530576.0,14.706945589014907,80,AA,Nacon,stillalive studios,1915380
Penny’s Big Breakaway,2024-02-21,23256,29.99,524794.0,5.13330423733239,82,AA,Private Division,Evening Star,1955230
Omega Crafter,2024-03-28,23653,24.99,523807.0,14.278842039307648,0,Indie,Preferred Networks,Preferred Networks,2262080
Fractured Online,2024-07-24,31955,14.99,521570.0,43.82106499089426,55,Indie,Dynamight Studios,Dynamight Studios,1426050
DRAGON QUEST BUILDERS,2024-02-13,22804,27.99,519305.0,24.669839632030605,92,AA,Square Enix,Square Enix,2436570
Spectre Divide,2024-09-03,584912,0.0,515874.0,3.7906067463564392,53,Indie,Mountaintop Studios,Mountaintop Studios,2641470
RIPOUT,2024-05-28,25078,24.99,510816.0,9.22208996429652,78,Indie,3D Realms,Pet Project Games,1558830
Song Of The Prairie,2024-07-31,34212,19.99,508466.0,26.52511977011552,86,Indie,AOE Plus,The Droplet Studio,1350840
SpellRogue,2024-02-12,38313,15.99,504572.0,22.424010541240484,0,Indie,Ghost Ship Publishing,Guidelight Games,1990110
Train Capacity 300%,2024-06-26,10037,59.99,499436.0,3.783498398295651,76,Indie,072 Project,ベルゼブブ,2441570
The Settlers: New Allies,2024-03-26,24828,59.99,498522.0,29.116687826484263,52,AAA,Ubisoft,Ubisoft Düsseldorf,2750080
[Chilla's Art] Shinkansen 0 | 新幹線 0号,2024-03-22,78706,6.99,492076.0,1.803159642267536,85,Indie,Chilla's Art,Chilla's Art,2793370
ROBOBEAT,2024-05-14,31582,19.99,491385.0,6.909824832526566,97,Indie,Kwalee,Simon Fredholm,1456760
Denizen,2024-04-29,28820,19.99,489411.0,7.776756483905562,78,Indie,Departure Interactive,Departure Interactive,2010030
I Wani Hug that Gator!,2024-02-14,38369,14.99,481057.0,14.51670755792052,99,Indie,Cavemanon,Cavemanon,1895350
Corpse Keeper,2024-05-28,33315,19.99,480134.0,11.798358652481376,79,Indie,Thermite Games,Melancholia Studio,1601740
SILENT BREATH,2024-04-05,55920,9.99,478886.0,1.253684919186634,70,Indie,EXODIAC STUDIOS,EXODIAC STUDIOS,2796180
Romantic Escapades,2024-08-02,27493,19.99,478599.0,4.777122589943246,89,Indie,Salamander Interactive,Salamander Interactive,2897760
9-Bit Armies: A Bit Too Far,2024-08-26,31112,19.99,477043.0,11.292738471310066,89,Indie,Petroglyph,Petroglyph,1439750
An alt girl for skoof,2024-04-21,142590,4.99,476684.0,2.0744072440511374,0,Indie,Terletski Games,"Terletski Games,RIKANIMATION",2901520
Remnant Records,2024-01-23,40789,15.99,476002.0,6.249774400407087,86,Indie,Noctiluca Studio,Noctiluca Studio,1916310
Lust Academy - Season 3,2024-05-27,35401,14.99,473076.0,8.985764778175827,89,Indie,Bear in the Night,Bear in the Night,2655960
Loop Queen-Escape Dungeon 3,2024-01-08,28946,19.99,469651.0,5.51790199892241,84,Indie,"Hide Games,PlayMeow",Hide Games,1950450
Anonymous Hacker Simulator,2024-04-03,30891,19.99,469375.0,7.376180049745447,86,Indie,"G-DEVS.com,CreativeForge Games",Sicarius,2487060
KINGDOM HEARTS HD 2.8 Final Chapter Prologue,2024-06-13,12254,59.99,467421.0,11.294433700423134,80,AA,Square Enix,Square Enix,2552440
Contractors Showdown,2024-04-25,27141,19.99,466608.0,18.18104801253864,80,Indie,Caveman Studio,Caveman Studio,2719160
SaGa Emerald Beyond ,2024-04-25,10425,49.99,464418.0,56.864651920884434,75,AA,Square Enix,Square Enix,2085000
Dream Engines: Nomad Cities,2024-05-09,23463,29.99,458980.0,24.13013396183912,75,Indie,"Suncrash,Gamera Games",Suncrash,1076750
SAMURAI WARRIORS 4 DX,2024-05-13,10192,49.99,458548.0,14.780196821244653,88,AA,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2719200
SUMMERHOUSE,2024-03-08,124989,4.99,457163.0,2.329047690339736,95,Indie,Future Friends Games,Friedemann,2533960
Self Defense Dojo,2024-04-11,49053,10.99,454488.0,9.62940872357666,87,Indie,WAKUWAKU,WAKUWAKU,2534120
Rising Lords,2024-01-18,31478,19.99,450937.0,11.480690698372614,73,Indie,"Deck13,WhisperGames",Argonwood,835650
Ogu and the Secret Forest,2024-07-29,29556,24.99,447349.0,12.38599020840312,96,Indie,Sinkhole Studio,"Moonlab Studio,Sinkhole Studio",1985960
失业了，我获得了亿万游戏财产！,2024-08-08,41154,12.99,442047.0,5.434507313639457,0,Indie,Bolingogames,Bolingogames,2875140
Guardians of Eden-Embrace of the Forest,2024-03-07,47876,10.99,440759.0,3.4102798584792144,93,Indie,"Mango Party,Mango Party News",Black Cat Entertainment,2672430
STAR WARS™: Bounty Hunter™,2024-07-31,25198,19.99,440677.0,4.710997589917462,90,Indie,Aspyr,Aspyr,2419090
Trans-Siberian Railway Simulator,2024-05-30,26748,19.99,439367.0,7.473760984153682,92,AA,PlayWay S.A.,Pentacle,998400
Inkulinati,2024-02-22,32914,24.99,438381.0,10.260957164525532,89,AA,Daedalic Entertainment,Yaza Games,957960
Meta-Ghost: The Breaking Show,2024-04-24,29511,17.99,438131.0,27.94245613578306,74,Indie,"Flawless Gaming,Erabit",Scarecrow Studio,2507980
迷宮校舎 | School Labyrinth,2024-02-21,72520,6.99,433805.0,6.621443293132326,83,Indie,RainyDollGames,RainyDollGames,2423300
Flintlock: The Siege of Dawn,2024-07-17,13360,39.99,428492.0,8.54822977632938,78,Indie,Kepler Interactive,A44 Games,1832040
Touhou Hero of Ice Fairy,2024-04-03,113539,6.99,426279.0,7.463627015339362,98,Indie,GAMEPULSE 游戏脉冲,GAMEPULSE 游戏脉冲,1955830
River Town Factory,2024-02-06,49851,14.99,422423.0,22.97850275057128,91,Indie,"iFAction Studio,BD Games",iFAction Studio,2281410
Enishia and the Binding Brand,2024-05-10,36535,14.99,420150.0,8.334240655135321,89,Indie,Kagura Games,Shimobashira Workshop,2582650
The Witch of Fern Island,2024-02-27,24841,24.99,419597.0,42.1769780679866,80,Indie,indie.io,Enjoy Studio S.A.,1550010
Aquarist,2024-03-29,49828,15.99,418284.0,5.791556271643747,85,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.,1430760
TRIBES 3: Rivals,2024-03-12,25090,19.99,409596.0,23.34107405843711,73,Indie,Prophecy Games,Prophecy Games,2687970
Children of the Sun,2024-04-09,29898,14.99,405492.0,2.7145806764945544,94,AA,Devolver Digital,René Rother,1309950
Mahjong Soul,2024-07-23,50514,0.0,404777.0,13.097029411695926,92,Indie,YOSTAR HONG KONG LIMITED,Catfood Studio,2739990
Bulwark Evolution: Falconeer Chronicles,2024-03-26,25933,19.99,404450.0,11.639992881791208,81,Indie,Wired Productions,Tomas Sala,290100
Contra: Operation Galuga,2024-03-12,12497,39.99,398126.0,8.399051408132877,87,AA,KONAMI,WayForward,2235020
IN HEAT: Lustful Nights,2024-06-21,32781,14.99,397065.0,6.52036594813416,92,Indie,Critical Bliss,MonsterBox,1962890
Harold Halibut,2024-04-16,14341,34.99,394548.0,6.805622153637477,82,Indie,Slow Bros.,Slow Bros.,924750
All Quiet in the Trenches,2024-01-17,16987,24.99,389794.0,5.104839946954534,91,Indie,Totally Not Aliens,Totally Not Aliens,863500
Sex of Thrones 👑,2024-05-25,41711,14.99,388950.0,2.4595185609427723,77,Indie,Taboo Tales 💘,Taboo Tales 💘,2480200
Ancient Warfare 3,2024-01-26,51499,12.99,387300.0,30.295830170722663,95,Indie,Jannik Nickel,Jannik Nickel,758990
Mech Engineer,2024-05-21,33261,14.99,386128.0,14.715389523377375,76,Indie,MicroProse Software,KiberKreker,1428520
Knightly Passions,2024-04-26,38551,11.99,384939.0,8.01276168996395,92,Indie,FEYADA,FEYADA,1554260
LoveCraft,2024-04-09,17668,0.0,382551.0,61.80570131947321,79,Indie,WEALTHBIRD,WEALTHBIRD,2692440
SunnySide,2024-06-14,16881,29.99,381290.0,27.80376143819145,71,Indie,"Merge Games,Maximum Entertainment",RainyGames,1746930
Beltmatic,2024-03-29,62742,6.99,381263.0,11.198090277602097,93,Indie,Notional Games,Notional Games,2674590
Dicefolk,2024-02-27,31466,14.99,380842.0,13.233308403295124,90,AA,Good Shepherd Entertainment,"LEAP Game Studios,Tiny Ghoul",1996430
Snezhinka:Sentinel Girls2,2024-08-26,57593,7.99,378779.0,4.930358135271555,97,Indie,hinyari9,hinyari9,2608350
Garten of Banban 7,2024-05-10,42078,9.99,378109.0,4.023750790547608,83,Indie,Euphoric Brothers,Euphoric Brothers,2693060
Anomaly Agent,2024-01-24,57981,11.99,375083.0,10.02888096448273,97,Indie,"Phew Phew Games,GameDev.ist",Phew Phew Games,2378620
Withering Rooms,2024-04-05,17777,24.99,373115.0,18.018266950413388,98,Indie,Perp Games,Moonless Formless,2006140
Clothing Store Simulator,2024-06-17,36906,12.99,372353.0,17.46639916897099,94,Indie,Kiki Games,Kiki Games,2923390
Sketchy's Contract,2024-04-09,51018,8.99,367697.0,10.275375648935109,83,Indie,Dimensionless Games,Dimensionless Games,2823080
Dealer Simulator,2024-01-29,29327,13.99,366870.0,10.789308195923498,68,Indie,Quadfix Games,Quadfix Games,2625620
First Cut: Samurai Duel,2024-01-17,46699,8.99,366211.0,4.945140092145561,88,Indie,Night Eyes Interactive,Night Eyes Interactive,2193490
Godsworn,2024-03-28,14834,29.99,365999.0,7.333360562268755,93,Indie,Thunderoak Interactive,Thunderoak Interactive,1328990
Dungeons of Hinterberg,2024-07-18,15320,29.99,365533.0,10.238644949560896,94,AA,Curve Games,Microbird Games,1983260
Seablip,2024-05-17,28789,14.99,361489.0,6.631394402038207,0,Indie,Vibedy,Jardar Solli,1471270
Tomorrow's Love Puzzle,2024-01-25,40360,9.99,357315.0,4.02736735920015,72,Indie,"柚元(上海)文化传媒有限公司,优酷视频",柚元(上海)文化传媒有限公司,2726890
Grim Clicker,2024-01-30,274957,0.0,355113.9777668873,122.75703853781792,80,Indie,"EvilCharm Games,Aleksandr Golovkin",EvilCharm Games,1160750
Republic of Pirates,2024-06-19,16799,24.99,353044.0,10.567625186740496,78,Indie,PQube,Crazy Goat Games,2103470
NUKITASHI 2,2024-02-15,22206,24.99,348104.0,16.60275279441949,0,Indie,Shiravune,Qruppo,2614070
Internet Cafe & Supermarket Simulator 2024,2024-05-16,27902,14.99,347352.0,15.353030320444184,87,Indie,SmartPlayGames,SmartPlayGames,2738380
Intravenous 2,2024-08-15,21187,19.99,346213.0,8.817770568327841,96,Indie,HypeTrain Digital,Explosive Squat Games,2608270
Realms Of Bondage,2024-04-11,26401,14.99,346056.0,5.603960071763862,97,Indie,Pink Tea,Pink Tea,2353700
Endzone 2,2024-08-26,16983,24.99,343752.0,5.897411388827951,77,Indie,Assemble Entertainment,Gentlymad Studios,2144640
The Magical Mixture Mill,2024-03-27,25696,19.99,343656.0,14.541935899621803,85,Indie,HOOK,Glowlight,1883800
Beyond Good & Evil - 20th Anniversary Edition,2024-06-24,23369,19.99,343615.0,6.166170872664671,79,AAA,Ubisoft,Ubisoft,2556990
Concord™,2024-08-23,9512,39.99,342346.0,5.463667928003807,71,AAA,PlayStation Publishing LLC,Firewalk Studios,2443720
X-Angels,2024-06-21,36871,10.99,341716.0,3.835195609566381,93,Indie,"Mango Party,Barance Studio,Mango Party News",Barance Studio,2090810
Lovey-Dovey Lockdown,2024-03-13,40648,9.99,341695.0,1.7328866681044426,0,Indie,"Mango Party,LewdLoco,Mango Party News","樹懶叫工作室,Sloth Gamer,Maker製造機",2329630
Swarm Grinder,2024-04-22,61398,7.99,341153.0,5.644090790477779,82,Indie,"Last Bite Games,Gamersky Games",Last Bite Games,1375900
No Plan B,2024-04-03,28877,14.99,340655.0,13.046670351591878,91,Indie,GFX47,GFX47,1269020
Felvidek,2024-03-29,34405,10.99,340299.0,3.3707920864324303,99,Indie,Tutto Passa,"Jozef Pavelka,Vlado Ganaj",2299900
Necrosmith 2,2024-03-27,56045,7.99,339556.0,10.07948469122065,0,Indie,Alawar,Alawar,2277320
Master Bladesmith,2024-06-30,14297,29.99,339360.0,10.739834315403728,75,Indie,Elixir Games,Elixir Games,1194830
Furnish Master,2024-02-19,26791,14.99,335843.0,3.571453533283467,78,Indie,Alex Blintsov,Alex Blintsov,2004080
Crown Wars: The Black Prince,2024-05-23,9548,39.99,334624.0,18.441622190968985,58,AA,Nacon,Artefacts Studio,1658920
1000xRESIST,2024-05-09,19741,19.99,334157.0,6.69160734978218,97,Indie,Fellow Traveller,sunset visitor 斜陽過客,1675830
GRAVEN,2024-01-23,17974,24.99,333332.0,6.531416022391941,62,Indie,"3D Realms,Fulqrum Publishing",Slipgate Ironworks™,1371690
Odd Realm,2024-08-16,36336,19.99,332069.0,19.791110214266443,90,Indie,Unknown Origin Games Inc,Unknown Origin Games Inc,688060
9 Days,2024-03-08,24560,14.99,331338.0,10.927570712807812,62,Indie,MVR,MVR,2075720
Little-Known Galaxy,2024-05-20,19170,19.99,331297.0,23.28082226944025,95,Indie,Carbon & Kay,Carbon & Kay,2521600
Ultros,2024-02-13,18046,24.99,329960.0,9.48568392777418,84,Indie,Kepler Interactive,Hadoque,2386310
Goblin Stone,2024-03-12,16012,24.99,329360.0,23.564467837801327,55,Indie,Orc Chop Games,Orc Chop Games,1521970
The Rogue Prince of Persia,2024-05-27,20166,19.99,328937.0,4.042430898585165,85,AAA,Ubisoft,Evil Empire,2717880
Headquarters: World War II,2024-04-11,10073,39.99,328150.0,17.039335573177947,78,AA,Slitherine Ltd.,Starni Games,1840800
Immortal Family,2024-07-11,37184,13.99,327846.0,20.283770415253127,56,Indie,方块游戏(CubeGame),一起来修仙工作室,2013240
Sinister Night 2,2024-04-03,37602,9.99,327297.0,60.02804119836794,82,Indie,Bug Inventors,Bug Inventors,2761670
Alex Jones: NWO Wars,2024-01-03,20806,17.76,323316.0,1.3669062849562543,94,Indie,NWO Wars Team,NWO Wars Team,2487350
Pathless Woods,2024-04-02,24230,19.99,318984.0,31.74362012573788,77,Indie,AniYa Games Studio,AniYa Games Studio,1726130
Bō: Path of the Teal Lotus,2024-07-17,17722,19.99,318836.0,8.127703594245002,81,AA,Humble Games,"Squid Shock Studios,Christopher Stair,Trevor Youngquist",1614440
Sons of Valhalla,2024-04-05,19088,19.99,316497.0,4.631982260827467,65,AA,Hooded Horse,Pixel Chest,1409830
Banana,2024-04-23,30739148,0.0,312915.8051949718,26.142053584290064,85,Indie,Sky,"Sky,AestheticSpartan,O'Brian",2923300
Reign of Guilds,2024-04-04,9654,39.99,312155.0,49.44438001420057,70,Indie,Atlant Games ltd,Atlant Games ltd,716350
Gestalt: Steam & Cinder,2024-07-16,18409,19.99,311648.0,5.862918939678536,82,Indie,Fireshine Games,Metamorphosis Games,1231990
Sacred X：Heavens Wonderland,2024-05-09,33358,0.0,311127.0,15.218051665922731,77,Indie,Sacred X：Heavens Wonderland,Sacred X：Heavens Wonderland,2857890
Songs of Silence,2024-06-04,9658,39.99,310683.0,8.54394550155806,0,Indie,"Chimera Entertainment,H2 Interactive (Korea and Japan)",Chimera Entertainment,2195410
CONSCRIPT,2024-07-23,17794,19.99,309785.0,8.943197928709889,95,AA,Team17,"Jordan Mochi,Catchweight Studio",1286990
Tavern Talk,2024-06-20,20589,17.99,309239.0,8.77890297251394,92,Indie,Gentle Troll Entertainment,Gentle Troll Entertainment,2076140
Survisland / 实境求生,2024-04-14,46318,14.99,309178.0,8.71751675590061,65,Indie,Easy Joy Ltd.,Super Trampers Studio,839630
Northend Tower Defense,2024-09-04,64646,7.99,308936.0,4.689085364892894,82,Indie,"Northend Games,Gamersky Games",Northend Games,1669170
Galacticare,2024-05-23,12476,29.99,308759.0,13.6652980123679,91,Indie,CULT Games,Brightrock Games,494730
Master Detective Archives: RAIN CODE Plus,2024-07-17,5701,59.99,307802.0,14.836618388852264,79,AA,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",2903950
Shadow Corridor 2 雨ノ四葩,2024-03-29,20555,18.99,307662.0,33.5026854448185,87,Indie,Space Onigiri Game LLC,Space Onigiri Game LLC,2310700
Minds Beneath Us,2024-07-31,18389,19.99,306334.0,8.99478181049897,0,Indie,BearBoneStudio,BearBoneStudio,1610440
Seven Lovers In The House,2024-03-26,43904,9.99,305905.0,5.261912776052523,82,Indie,Concrete Interactive顽石发行,Tofu Studio,2774830
"Braid, Anniversary Edition",2024-05-14,28250,19.99,302053.0,5.463457597179698,95,Indie,"Thekla, Inc.","Thekla, Inc.",499180
Isles of Sea and Sky,2024-05-22,18161,19.99,301453.0,10.816936790814603,92,Indie,"Cicada Games,Gamera Games",Cicada Games,1233070
Bingle Bingle,2024-03-18,30163,10.99,301311.0,3.3555247951829443,87,Indie,Knitting Games,Knitting Games,2789810
Wings of Seduction: Bust 'em out!,2024-07-19,29429,12.99,299544.0,8.826653736954144,96,Indie,"Hide Games,Ramen Cat Studio",Ramen Cat Studio,2455140
Vigor,2024-05-16,16585,19.99,298380.0,17.057238219828335,54,AA,Bohemia Interactive,Bohemia Interactive,2818260
反转21克,2024-02-01,46368,8.99,294934.0,11.705099196192378,76,Indie,想象颗粒,想象颗粒,2685620
Tales of Kenzera™: ZAU,2024-04-23,17529,19.99,292022.0,5.795633305036823,82,AAA,Electronic Arts,Surgent Studios,2316580
hololive Treasure Mountain,2024-07-31,36003,8.99,291300.0,8.571670578322678,97,Indie,holo Indie,BeXide Inc.,2972990
The Saboteur™,2024-03-07,53376,9.99,290153.0,12.83074271799272,92,AAA,Electronic Arts,Pandemic Studios,24880
New Star GP,2024-03-07,16009,29.99,286736.0,8.869371110870562,0,Indie,Five Aces Publishing Ltd.,New Star Games Ltd.,2217580
Kill It With Fire 2,2024-04-16,22552,14.99,286580.0,5.995546638251118,95,AA,tinyBuild,Casey Donnellan Games LLC,2357000
Factory Town Idle,2024-01-08,74350,4.99,284695.0,39.89461498709381,91,Indie,Erik Asmussen,Erik Asmussen,2207490
Our Adventurer Guild,2024-04-12,23699,14.99,284501.0,39.46176078042124,100,Indie,GreenGuy,GreenGuy,2026000
Fantasy Map Simulator,2024-09-04,43880,7.99,283947.0,2.402464122744893,0,Indie,The Stranger,The Stranger,3035500
Vaygren - Lustful Temptation,2024-05-15,41551,7.99,283824.0,1.331909162554531,94,Indie,Critical Bliss,Cyberframe Studios,1771700
That Time I Got Reincarnated as a Slime ISEKAI Chronicles,2024-08-07,6298,49.99,283353.0,8.587601388172795,50,AA,Bandai Namco Entertainment Inc.,"ZOC Co.,Ltd.",2197680
LoveXLust,2024-09-06,10749,34.99,280098.0,1.939318005493168,72,Indie,CTM,CTM,2647060
My Recycling Center,2024-02-01,20320,14.99,279126.0,16.77815428837053,0,Indie,Darius Bode,Darius Bode,2613060
City Transport Simulator: Tram,2024-06-20,10531,29.99,278620.0,7.81314752428626,65,Indie,Dovetail Games,ViewApp,2604480
Motel Manager Simulator,2024-08-26,18451,17.99,277766.0,11.984054149778297,90,Indie,Denzone Games,Denzone Games,2594540
The Secret Atelier,2024-02-26,19943,16.99,276924.0,1.732537658664651,86,Indie,Denpasoft,KENZsoft,2799690
Coffee Caravan,2024-05-20,29571,11.99,276349.0,4.877388018812072,92,Indie,Broccoli Games,Broccoli Games,2649080
Touhou Genso Wanderer -FORESIGHT-,2024-05-14,9637,34.99,275769.0,15.744549618397478,0,Indie,Phoenixx Inc.,"AQUASTYLE,ankaa studio",1847150
Revival: Recolonization,2024-04-11,11698,29.99,274280.0,7.034563470064829,84,Indie,HeroCraft PC,HeroCraft PC,1306770
Shut Up and Dance: Special Edition,2024-05-30,17701,17.99,273599.0,4.888716221882648,90,Indie,Boring Games,Boring Games,2218930
Rise of Gun,2024-03-25,32764,10.99,272968.0,4.866904160347173,85,Indie,PimpGameStudio,PimpGameStudio,2319640
Anomaly Collapse,2024-04-11,16403,19.99,272494.0,14.25436172637584,84,Indie,RocketPunch Games,RocketPunch Games,2082410
